name,vary_name,type,ve_est_mean,ve_est_sd,n_study_mean,pvac,pflu,ve,pnonflu,sympt,clin,test_clin,test_nonclin,sens_vac,spec_vac,sens_flu,spec_flu,prop,nsam
elderly,sens_flu--adults-high,admin,0.21865460175209692,0.07986974175855818,12163.586,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.5,0.984,0.154,77000
elderly,sens_flu--all-low,admin,0.2226080101350685,0.07952740613934406,12175.89,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.5,0.984,0.154,77000
elderly,sens_flu--children-high,admin,0.2222803554316411,0.07881412864806561,12169.798,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.5,0.984,0.154,77000
elderly,sens_flu--all-med,admin,0.24984321111167745,0.06889309460323359,12171.562,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.75,0.984,0.154,77000
elderly,spec_flu--adults-high,admin,0.12361237143160317,0.05045634699817708,12163.586,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.9,0.154,77000
elderly,spec_flu--all-low,admin,0.12186611302262074,0.054377838903263434,12175.89,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.9,0.154,77000
elderly,spec_flu--children-high,admin,0.12093394683518016,0.05183824030108407,12169.798,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.9,0.154,77000
elderly,spec_flu--all-med,admin,0.17805932300745636,0.0623382914066691,12171.562,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.95,0.154,77000
elderly,prop--adults-high,admin,0.2632084355811208,0.06397663958381239,11846.592,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.15,75000
elderly,prop--children-high,admin,0.2651326504001767,0.05951854930084552,11853.936,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.15,75000
elderly,pflu--adults-high,admin,0.2638260222544259,0.06370117152972979,12163.586,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,pflu--all-low,admin,0.2661918977526558,0.062170268703948615,12175.89,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,pflu--children-high,admin,0.26665577945323854,0.06225825103653067,12169.798,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,pnonflu--adults-high,admin,0.2638260222544259,0.06370117152972979,12163.586,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,pnonflu--all-low,admin,0.2661918977526558,0.062170268703948615,12175.89,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,pnonflu--children-high,admin,0.26665577945323854,0.06225825103653067,12169.798,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,test_nonclin--all-med,admin,0.2596230673767227,0.06592503969281999,12171.562,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,prop--all-high,admin,0.26457733732733757,0.041597298058704275,26345.258,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.33333333333333337,166667
elderly,prop--all-low,admin,0.26502262649443903,0.042700479787266134,26343.15,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.33333333333333337,166667
elderly,prop--all-med,admin,0.26389564171954055,0.0407029570661257,26354.722,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.33333333333333337,166667
elderly,prop--elderly-high,admin,0.26653443926776943,0.02898299529341865,55325.01,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.7,350000
elderly,spec_flu--all-high,admin,0.3359414084353023,0.06678347430579638,12174.68,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,1,0.154,77000
elderly,spec_flu--elderly-high,admin,0.3382543818370894,0.0644798448750571,12178.468,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,1,0.154,77000
elderly,sens_flu--all-high,admin,0.2745437203815825,0.060215111697348174,12174.68,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,1,0.984,0.154,77000
elderly,sens_flu--elderly-high,admin,0.27648244902545466,0.05751620375678334,12178.468,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,1,0.984,0.154,77000
elderly,spec_vac--all-med,admin,0.2674050473738466,0.06359200693179554,12171.562,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.75,0.86,0.984,0.154,77000
elderly,spec_vac--all-high,admin,0.3121155351559276,0.05594054287446817,12174.68,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,1,0.86,0.984,0.154,77000
elderly,spec_vac--elderly-high,admin,0.31460213046585045,0.05168125917552683,12178.468,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,1,0.86,0.984,0.154,77000
elderly,sens_vac--all-high,admin,0.277885165221556,0.061357308656405964,12174.68,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,1,0.7,0.86,0.984,0.154,77000
elderly,sens_vac--elderly-high,admin,0.2774259915847484,0.06108445752279263,12178.468,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,1,0.7,0.86,0.984,0.154,77000
elderly,test_nonclin--all-high,admin,0.23215093631217273,0.060875881538757566,22385.676,0.66,0.05,0.4,0.1,0.84,1,0.22,0.3,0.98,0.7,0.86,0.984,0.154,77000
elderly,test_nonclin--elderly-high,admin,0.23071573112036775,0.05956216015442756,22404.604,0.66,0.05,0.4,0.1,0.84,1,0.22,0.3,0.98,0.7,0.86,0.984,0.154,77000
elderly,test_clin--all-med,admin,0.28723278664934393,0.04450194962461647,14651.92,0.66,0.05,0.4,0.1,0.84,1,0.5,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,test_clin--all-high,admin,0.30056041461138217,0.03615906917641887,18188.4,0.66,0.05,0.4,0.1,0.84,1,0.9,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,test_clin--elderly-high,admin,0.3009104066421124,0.03477524167287159,18187.476,0.66,0.05,0.4,0.1,0.84,1,0.9,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,sympt--all-high,admin,0.2615732139445718,0.06754880497191187,12218.65,0.66,0.05,0.4,0.1,0.9,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,sympt--elderly-high,admin,0.26588467639021823,0.06084977312295398,12222.636,0.66,0.05,0.4,0.1,0.9,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,pnonflu--all-med,admin,0.2573830614375652,0.06777531393646982,12398.562,0.66,0.05,0.4,0.15,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,pnonflu--all-high,admin,0.25392078697697296,0.06656233916067684,13079.654,0.66,0.05,0.4,0.3,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,pnonflu--elderly-high,admin,0.2611721364826513,0.06158368003158554,13087.036,0.66,0.05,0.4,0.3,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,ve--all-med,admin,0.32722558495985915,0.0581493260981477,12156.798,0.66,0.05,0.5,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,ve--all-high,admin,0.600694649757604,0.038405558039061656,12099.878,0.66,0.05,0.9,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,ve--elderly-high,admin,0.6023663803759509,0.03867522214513112,12104.17,0.66,0.05,0.9,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,pflu--all-med,admin,0.3038196119326981,0.044787941480950534,12338.928,0.66,0.1,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,pflu--all-high,admin,0.3310805971162041,0.03782021744633683,12507.686,0.66,0.15,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,pflu--elderly-high,admin,0.329778970254321,0.036858830832788916,12513.782,0.66,0.15,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,pvac--adults-high,surv,0.048748377134764945,0.09868111802427668,2122.01,0.05,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,pvac--all-low,surv,0.05384650763591722,0.09369415975448782,2121.512,0.05,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,pvac--children-high,surv,0.04064201743963712,0.09659680997416917,2120.08,0.05,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,pvac--all-med,surv,0.19945894930131639,0.07470557982250708,2047.27,0.3,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,pvac--all-high,surv,0.2679876208822938,0.0748536807409226,1994.506,0.5,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,pvac--elderly-high,surv,0.2703566857053948,0.07383088170298094,1994.938,0.5,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,ve--adults-high,surv,0.06706140491461601,0.10452203533223432,2089.274,0.66,0.05,0.1,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,ve--all-low,surv,0.07514549022721734,0.10486220332197771,2088.956,0.66,0.05,0.1,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,ve--children-high,surv,0.06748551338090432,0.09904211500414613,2086.992,0.66,0.05,0.1,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,sympt--adults-high,surv,0.26532855822168455,0.26369221586345154,231.056,0.66,0.05,0.4,0.1,0.1,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,sympt--all-low,surv,0.23825825793468683,0.2783519573878697,231.442,0.66,0.05,0.4,0.1,0.1,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,sympt--children-high,surv,0.23936081887436478,0.28930032498663855,231.23,0.66,0.05,0.4,0.1,0.1,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,sympt--all-med,surv,0.28836267009509325,0.10420166991161603,1156.03,0.66,0.05,0.4,0.1,0.5,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,clin--adults-high,surv,0.25340776403104653,0.29600001278806704,195.032,0.66,0.05,0.4,0.1,0.84,0.1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,clin--all-low,surv,0.2474725931606681,0.29323730995130187,194.764,0.66,0.05,0.4,0.1,0.84,0.1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,clin--children-high,surv,0.2275673061247224,0.3138651942773377,194.416,0.66,0.05,0.4,0.1,0.84,0.1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,clin--all-med,surv,0.2811077436538412,0.11856666440978678,971.608,0.66,0.05,0.4,0.1,0.84,0.5,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,clin--all-high,surv,0.2987556888336276,0.08337950879689861,1754.116,0.66,0.05,0.4,0.1,0.84,0.9,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,clin--elderly-high,surv,0.30135411736824674,0.08997613238678512,1754.81,0.66,0.05,0.4,0.1,0.84,0.9,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,test_clin--adults-high,surv,0.2917831851815219,0.11919998994448769,886.298,0.66,0.05,0.4,0.1,0.84,1,0.1,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,test_clin--all-low,surv,0.2998668296584617,0.11526551904495777,884.206,0.66,0.05,0.4,0.1,0.84,1,0.1,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,test_clin--children-high,surv,0.29268099135503367,0.11398338524271813,886.594,0.66,0.05,0.4,0.1,0.84,1,0.1,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,test_nonclin--adults-high,surv,0.30259996060608263,0.081079008490787,1948.608,0.66,0.05,0.4,0.1,0.84,1,0.22,0,0.98,0.7,0.86,0.984,0.154,77000
elderly,test_nonclin--all-low,surv,0.30219814004822143,0.08328773786665951,1947.852,0.66,0.05,0.4,0.1,0.84,1,0.22,0,0.98,0.7,0.86,0.984,0.154,77000
elderly,test_nonclin--children-high,surv,0.2965588781470973,0.08196003953435493,1946.05,0.66,0.05,0.4,0.1,0.84,1,0.22,0,0.98,0.7,0.86,0.984,0.154,77000
elderly,sens_vac--adults-high,surv,0.25218944240103597,0.08220358528112448,1948.608,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.9,0.7,0.86,0.984,0.154,77000
elderly,sens_vac--all-low,surv,0.2584783767366829,0.08031167158751909,1947.852,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.9,0.7,0.86,0.984,0.154,77000
elderly,sens_vac--children-high,surv,0.24969210231960848,0.08465654837205322,1946.05,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.9,0.7,0.86,0.984,0.154,77000
elderly,sens_vac--all-med,surv,0.2745016186772076,0.08151051265549217,1944.63,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.95,0.7,0.86,0.984,0.154,77000
elderly,spec_vac--adults-high,surv,0.2668164404540155,0.09693855666327272,1948.608,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.5,0.86,0.984,0.154,77000
elderly,spec_vac--all-low,surv,0.2653673323725147,0.0950819525202834,1947.852,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.5,0.86,0.984,0.154,77000
elderly,spec_vac--children-high,surv,0.26399041858753075,0.0917272018595506,1946.05,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.5,0.86,0.984,0.154,77000
elderly,sens_flu--adults-high,surv,0.25726365553921265,0.10430911417517542,1948.608,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.5,0.984,0.154,77000
elderly,sens_flu--all-low,surv,0.2581211361717704,0.10083715705661504,1947.852,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.5,0.984,0.154,77000
elderly,sens_flu--children-high,surv,0.2529745175200818,0.1063198912099525,1946.05,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.5,0.984,0.154,77000
elderly,sens_flu--all-med,surv,0.28094659065649175,0.08470327708202897,1944.63,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.75,0.984,0.154,77000
elderly,spec_flu--adults-high,surv,0.24933893739329016,0.08128669025328306,1948.608,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.9,0.154,77000
elderly,spec_flu--all-low,surv,0.24852147890769472,0.08304043279650354,1947.852,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.9,0.154,77000
elderly,spec_flu--children-high,surv,0.24553981503991468,0.08222722236671712,1946.05,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.9,0.154,77000
elderly,spec_flu--all-med,surv,0.2698228008492769,0.084407066366138,1944.63,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.95,0.154,77000
elderly,prop--adults-high,surv,0.30077754972313936,0.08655069828596146,1894.85,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.15,75000
elderly,prop--children-high,surv,0.30194818092734826,0.08276838712627885,1895.512,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.15,75000
elderly,pflu--adults-high,surv,0.3022509395174735,0.08142496848501392,1948.608,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,pflu--all-low,surv,0.30322181615188404,0.08086643582591821,1947.852,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,pflu--children-high,surv,0.29989052309766345,0.0794309879477896,1946.05,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,pnonflu--adults-high,surv,0.3022509395174735,0.08142496848501392,1948.608,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,pnonflu--all-low,surv,0.30322181615188404,0.08086643582591821,1947.852,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,pnonflu--children-high,surv,0.29989052309766345,0.0794309879477896,1946.05,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,test_nonclin--all-med,surv,0.29263817698674716,0.08225013113794212,1944.63,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,prop--all-high,surv,0.3000145428108152,0.0520561204968345,4218.374,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.33333333333333337,166667
elderly,prop--all-low,surv,0.300998433478596,0.054707609240399246,4213.648,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.33333333333333337,166667
elderly,prop--all-med,surv,0.30166816167386235,0.05211708208349697,4218.336,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.33333333333333337,166667
elderly,prop--elderly-high,surv,0.304659116491094,0.03820655575051995,8851.032,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.7,350000
elderly,spec_flu--all-high,surv,0.3124164216664418,0.07787903098487908,1948.944,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,1,0.154,77000
elderly,spec_flu--elderly-high,surv,0.3154967614493703,0.08175576922386188,1949.65,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,1,0.154,77000
elderly,sens_flu--all-high,surv,0.3168185020200063,0.07540078700686967,1948.944,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,1,0.984,0.154,77000
elderly,sens_flu--elderly-high,surv,0.3206783487904332,0.07674382107909716,1949.65,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,1,0.984,0.154,77000
elderly,spec_vac--all-med,surv,0.3016243221692384,0.08012274567916465,1944.63,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.75,0.86,0.984,0.154,77000
elderly,spec_vac--all-high,surv,0.35503605296014973,0.06743258925907368,1948.944,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,1,0.86,0.984,0.154,77000
elderly,spec_vac--elderly-high,surv,0.358357566390612,0.07060974394563177,1949.65,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,1,0.86,0.984,0.154,77000
elderly,sens_vac--all-high,surv,0.3148270122587263,0.07574585943347081,1948.944,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,1,0.7,0.86,0.984,0.154,77000
elderly,sens_vac--elderly-high,surv,0.31591562773256976,0.0803075402620429,1949.65,0.66,0.05,0.4,0.1,0.84,1,0.22,0.15,1,0.7,0.86,0.984,0.154,77000
elderly,test_nonclin--all-high,surv,0.29860552399176243,0.0795361408165345,1948.944,0.66,0.05,0.4,0.1,0.84,1,0.22,0.3,0.98,0.7,0.86,0.984,0.154,77000
elderly,test_nonclin--elderly-high,surv,0.30287282885394756,0.08337630967810412,1949.65,0.66,0.05,0.4,0.1,0.84,1,0.22,0.3,0.98,0.7,0.86,0.984,0.154,77000
elderly,test_clin--all-med,surv,0.2990363585302837,0.05103558716283566,4424.988,0.66,0.05,0.4,0.1,0.84,1,0.5,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,test_clin--all-high,surv,0.30346857621352935,0.04036686036104912,7962.664,0.66,0.05,0.4,0.1,0.84,1,0.9,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,test_clin--elderly-high,surv,0.30354172176825533,0.039364151095323104,7958.658,0.66,0.05,0.4,0.1,0.84,1,0.9,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,sympt--all-high,surv,0.295247956436699,0.08070674598399377,2088.336,0.66,0.05,0.4,0.1,0.9,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,sympt--elderly-high,surv,0.30007657433246826,0.0775580557863338,2088.41,0.66,0.05,0.4,0.1,0.9,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,pnonflu--all-med,surv,0.29147036395815723,0.0792945612986547,2656.23,0.66,0.05,0.4,0.15,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,pnonflu--all-high,surv,0.28225207763907856,0.0806683390846903,4797.948,0.66,0.05,0.4,0.3,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,pnonflu--elderly-high,surv,0.29218257125402763,0.07275291571524523,4798.874,0.66,0.05,0.4,0.3,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,ve--all-med,surv,0.3722302522069065,0.07093494455426333,1897.968,0.66,0.05,0.5,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,ve--all-high,surv,0.7218962955672367,0.03701881845043865,1714.368,0.66,0.05,0.9,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,ve--elderly-high,surv,0.724057917160932,0.03916223803168901,1714.29,0.66,0.05,0.9,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,pflu--all-med,surv,0.2887915144153073,0.06712727364271172,2468.844,0.66,0.1,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,pflu--all-high,surv,0.28315870483514627,0.05904671827662045,2998.622,0.66,0.15,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
elderly,pflu--elderly-high,surv,0.28681025757841955,0.05530875663029774,2998.83,0.66,0.15,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,0.154,77000
total,pvac--all-low,admin,0.16155716141092866,0.024904694660294515,79749.942,0.05,0.08861000000000001,0.5035000000000001,0.17065,0.8400000000000001,0.42669999999999997,0.29596,0.15,0.94517,0.8035000000000001,0.86,0.9840000000000001,1,500000
total,pvac--elderly-high,admin,0.2630649148286233,0.0213516149350344,79696.842,0.1193,0.08861000000000001,0.5035000000000001,0.17065,0.8400000000000001,0.42669999999999997,0.29596,0.15,0.94517,0.8035000000000001,0.86,0.9840000000000001,1,500000
total,pvac--children-high,admin,0.19163507845794264,0.023291584947657817,79701.628,0.13505,0.08861000000000001,0.5035000000000001,0.17065,0.8400000000000001,0.42669999999999997,0.29596,0.15,0.94517,0.8035000000000001,0.86,0.9840000000000001,1,500000
total,prop--children-high,admin,0.442355249484731,0.015556651878139836,77461.882,0.2065,0.1245,0.5549999999999999,0.2475,0.84,0.475,0.2045,0.15,0.9195,0.855,0.86,0.984,1,500000
total,pflu--all-low,admin,0.22201943335669833,0.023312129721044048,79065.272,0.28479,0.05,0.5035000000000001,0.17065,0.8400000000000001,0.42669999999999997,0.29596,0.15,0.94517,0.8035000000000001,0.86,0.9840000000000001,1,500000
total,pflu--elderly-high,admin,0.00560997549576426,0.027476422020042444,79389.142,0.28479,0.0654,0.5035000000000001,0.17065,0.8400000000000001,0.42669999999999997,0.29596,0.15,0.94517,0.8035000000000001,0.86,0.9840000000000001,1,500000
total,pflu--children-high,admin,0.3704733610340324,0.017093361447524873,79101.8,0.28479,0.0689,0.5035000000000001,0.17065,0.8400000000000001,0.42669999999999997,0.29596,0.15,0.94517,0.8035000000000001,0.86,0.9840000000000001,1,500000
total,ve--all-low,admin,0.18846973751307744,0.01896845843853707,79741.81,0.28479,0.08861000000000001,0.1,0.17065,0.8400000000000001,0.42669999999999997,0.29596,0.15,0.94517,0.8035000000000001,0.86,0.9840000000000001,1,500000
total,ve--elderly-high,admin,0.2916316921713429,0.017745596398350032,79610.6,0.28479,0.08861000000000001,0.2232,0.17065,0.8400000000000001,0.42669999999999997,0.29596,0.15,0.94517,0.8035000000000001,0.86,0.9840000000000001,1,500000
total,ve--children-high,admin,0.22792044517052332,0.018696913897983482,79711.094,0.28479,0.08861000000000001,0.25120000000000003,0.17065,0.8400000000000001,0.42669999999999997,0.29596,0.15,0.94517,0.8035000000000001,0.86,0.9840000000000001,1,500000
total,ve--all-med,admin,0.3797348315066572,0.016556374135553702,79525.926,0.28479,0.08861000000000001,0.5,0.17065,0.8400000000000001,0.42669999999999997,0.29596,0.15,0.94517,0.8035000000000001,0.86,0.9840000000000001,1,500000
total,pnonflu--all-low,admin,0.37307658932836957,0.016544076503283628,78605.038,0.28479,0.08861000000000001,0.5035000000000001,0.1,0.8400000000000001,0.42669999999999997,0.29596,0.15,0.94517,0.8035000000000001,0.86,0.9840000000000001,1,500000
total,pnonflu--elderly-high,admin,0.38286743546719876,0.01578846330509146,79501.838,0.28479,0.08861000000000001,0.5035000000000001,0.1308,0.8400000000000001,0.42669999999999997,0.29596,0.15,0.94517,0.8035000000000001,0.86,0.9840000000000001,1,500000
total,pnonflu--children-high,admin,0.3741701544162237,0.015904863676097714,78708.124,0.28479,0.08861000000000001,0.5035000000000001,0.1378,0.8400000000000001,0.42669999999999997,0.29596,0.15,0.94517,0.8035000000000001,0.86,0.9840000000000001,1,500000
total,pnonflu--all-med,admin,0.37446120224479806,0.01700886420739827,79671.758,0.28479,0.08861000000000001,0.5035000000000001,0.15,0.8400000000000001,0.42669999999999997,0.29596,0.15,0.94517,0.8035000000000001,0.86,0.9840000000000001,1,500000
total,sympt--all-low,admin,0.3894489576597822,0.01743944005908297,75560.478,0.28479,0.08861000000000001,0.5035000000000001,0.17065,0.1,0.42669999999999997,0.29596,0.15,0.94517,0.8035000000000001,0.86,0.9840000000000001,1,500000
total,sympt--elderly-high,admin,0.37210242251668657,0.018221362961695173,76136.818,0.28479,0.08861000000000001,0.5035000000000001,0.17065,0.2232,0.42669999999999997,0.29596,0.15,0.94517,0.8035000000000001,0.86,0.9840000000000001,1,500000
total,sympt--children-high,admin,0.394668212123794,0.017556038104014533,75808.104,0.28479,0.08861000000000001,0.5035000000000001,0.17065,0.25120000000000003,0.42669999999999997,0.29596,0.15,0.94517,0.8035000000000001,0.86,0.9840000000000001,1,500000
total,sympt--all-med,admin,0.38013284686327553,0.018217105639851076,77700.926,0.28479,0.08861000000000001,0.5035000000000001,0.17065,0.5,0.42669999999999997,0.29596,0.15,0.94517,0.8035000000000001,0.86,0.9840000000000001,1,500000
total,sympt--adults-high,admin,0.3837029420371123,0.015684627188637505,79007.132,0.28479,0.08861000000000001,0.5035000000000001,0.17065,0.6256,0.42669999999999997,0.29596,0.15,0.94517,0.8035000000000001,0.86,0.9840000000000001,1,500000
