name,vary_name,type,ve_est_mean,ve_est_sd,n_study_mean,pflu,ve,pnonflu,sympt,clin,test_clin,test_nonclin,sens_vac,spec_vac,sens_flu,spec_flu,prop,pvac,nsam
elderly,pflu,admin,0.26649842367106946,0.023872792735935417,79030.786,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,pnonflu,admin,0.2663474545336715,0.02384383407989019,79033.56,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,sens_vac,admin,0.266526509096073,0.023636124170185197,79037.686,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,spec_vac,admin,0.26810511181149066,0.0238406124877868,79019.166,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,ve,admin,0.26573897942928365,0.02473460225392924,79003.822,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,spec_flu,admin,0.2897057963418564,0.023291533061669013,79042.234,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.99,1,0.66,500000
elderly,spec_flu,admin,0.3402426362075034,0.023372372847379686,79058.44,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,1,1,0.66,500000
elderly,sens_flu,admin,0.2697313277067995,0.02372144645220074,79041.682,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.9,0.984,1,0.66,500000
elderly,sens_flu,admin,0.2718075442757615,0.02319527749437162,79007.954,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.95,0.984,1,0.66,500000
elderly,sens_flu,admin,0.2791708319924618,0.02306194114139153,79041.558,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,1,0.984,1,0.66,500000
elderly,spec_vac,admin,0.2719705710479638,0.02422258659698371,79024.232,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.75,0.86,0.984,1,0.66,500000
elderly,spec_vac,admin,0.281636525010272,0.02368699017701165,79012.888,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.8,0.86,0.984,1,0.66,500000
elderly,spec_vac,admin,0.28868760216959155,0.023506557982656225,79017.702,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.8500000000000001,0.86,0.984,1,0.66,500000
elderly,spec_vac,admin,0.29754876796055046,0.02215911744566205,79027.696,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.9,0.86,0.984,1,0.66,500000
elderly,spec_vac,admin,0.30701912292402544,0.021060098006368367,79025.428,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.95,0.86,0.984,1,0.66,500000
elderly,spec_vac,admin,0.3143209038123771,0.022867666525371838,79027.62,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,1,0.86,0.984,1,0.66,500000
elderly,sens_vac,admin,0.2718617925370418,0.02470901071212244,79024.01,0.05,0.4,0.1,0.84,1,0.22,0.15,0.99,0.7,0.86,0.984,1,0.66,500000
elderly,sens_vac,admin,0.2796535365642908,0.024543181518127233,79019.78,0.05,0.4,0.1,0.84,1,0.22,0.15,1,0.7,0.86,0.984,1,0.66,500000
elderly,test_nonclin,admin,0.2661802217527942,0.024623383419572032,79019.78,0.05,0.4,0.1,0.84,1,0.22,0.15000000000000002,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,test_nonclin,admin,0.25476031075303307,0.022261391302751163,101158.722,0.05,0.4,0.1,0.84,1,0.22,0.2,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,test_nonclin,admin,0.24191055729500577,0.023132649462974775,123294.678,0.05,0.4,0.1,0.84,1,0.22,0.25,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,test_nonclin,admin,0.23402570233459913,0.022792463668245597,145396.826,0.05,0.4,0.1,0.84,1,0.22,0.3,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,test_clin,admin,0.2760690381309558,0.021840012256659016,83625.276,0.05,0.4,0.1,0.84,1,0.30000000000000004,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,test_clin,admin,0.28777985431664943,0.018963002154334253,89371.532,0.05,0.4,0.1,0.84,1,0.4,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,test_clin,admin,0.29163529598156807,0.018361950224670583,95105.522,0.05,0.4,0.1,0.84,1,0.5,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,test_clin,admin,0.2968859659701512,0.01585934161605728,100862.712,0.05,0.4,0.1,0.84,1,0.6,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,test_clin,admin,0.29834512259049717,0.01432437869482994,106613.504,0.05,0.4,0.1,0.84,1,0.7000000000000001,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,test_clin,admin,0.3005440561275687,0.014209375135012987,112351.34,0.05,0.4,0.1,0.84,1,0.8,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,test_clin,admin,0.30233228339503176,0.01431863509977581,118089.89,0.05,0.4,0.1,0.84,1,0.9,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,sympt,admin,0.26582375237712824,0.025194559307310554,79310.464,0.05,0.4,0.1,0.9,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,pnonflu,admin,0.26491088411732683,0.023942604419512382,79593.64,0.05,0.4,0.12000000000000001,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,pnonflu,admin,0.2660360478628399,0.024564115353434307,80186.416,0.05,0.4,0.14,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,pnonflu,admin,0.26337805220884214,0.024433696751330627,80810.37,0.05,0.4,0.16,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,pnonflu,admin,0.2636335569452655,0.02490648487065891,81384.274,0.05,0.4,0.18,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,pnonflu,admin,0.26343010652777255,0.024608577489982703,81967.262,0.05,0.4,0.2,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,pnonflu,admin,0.2640458854826527,0.024793554283720667,82542.338,0.05,0.4,0.22,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,pnonflu,admin,0.26322291856907226,0.0241626567486148,83140.654,0.05,0.4,0.24000000000000002,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,pnonflu,admin,0.2632594676612675,0.025386379681420556,83726.426,0.05,0.4,0.26,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,pnonflu,admin,0.26316886010161733,0.02487181896969502,84308.008,0.05,0.4,0.28,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,pnonflu,admin,0.2610716479362751,0.02394273744262258,84909.02,0.05,0.4,0.3,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,ve,admin,0.33291493015271995,0.022043547496878042,78941.344,0.05,0.5,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,ve,admin,0.3999518024016201,0.02034940321281622,78839.068,0.05,0.6,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,ve,admin,0.4681951273871885,0.0186701618263212,78715.214,0.05,0.7000000000000001,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,ve,admin,0.5351684051977503,0.017590305143763165,78621.252,0.05,0.8,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,ve,admin,0.6022893923384423,0.015066827919613866,78561.998,0.05,0.9,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,pflu,admin,0.27809435627167506,0.021696982873807946,79226.542,0.060000000000000005,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,pflu,admin,0.2886819749959866,0.02037861756104608,79447.866,0.07,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,pflu,admin,0.29321107794032614,0.020591651018781236,79672.874,0.08,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,pflu,admin,0.30193775458444483,0.018869371089284877,79879.192,0.09,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,pflu,admin,0.3092871735049995,0.01757709626514105,80101.1,0.1,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,pflu,admin,0.3129948248992581,0.01655340510864315,80310.228,0.11,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,pflu,admin,0.31846613576601623,0.01596812848335645,80541.156,0.12000000000000001,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,pflu,admin,0.3213888999766138,0.015532386690065667,80768.65,0.13,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,pflu,admin,0.32607305273341813,0.015934569810262245,80968.944,0.14,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,pflu,admin,0.32943193866027526,0.015306218453461196,81193.78,0.15,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,ve,surv,0.07554459031137477,0.04090948062215359,13555.524,0.05,0.1,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,ve,surv,0.14749799882731757,0.03909642588104951,13253.294,0.05,0.2,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,ve,surv,0.22797351264273696,0.03596569700571139,12945.876,0.05,0.30000000000000004,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,sympt,surv,0.2977499858772521,0.08831994718762808,1505.962,0.05,0.4,0.1,0.1,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,sympt,surv,0.2998856695186171,0.06773028975777366,3009.77,0.05,0.4,0.1,0.2,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,sympt,surv,0.30390619845398203,0.05505389445657397,4509.638,0.05,0.4,0.1,0.30000000000000004,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,sympt,surv,0.30188401661032893,0.04714910631116353,6017.682,0.05,0.4,0.1,0.4,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,sympt,surv,0.30568946997739793,0.03911920566662237,7524.182,0.05,0.4,0.1,0.5,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,sympt,surv,0.3014669524684248,0.036894034634672355,9023.124,0.05,0.4,0.1,0.6,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,sympt,surv,0.30088109902971377,0.03549479042115281,10527.262,0.05,0.4,0.1,0.7000000000000001,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,sympt,surv,0.3018304840033025,0.030689790727469784,12032.174,0.05,0.4,0.1,0.8,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,clin,surv,0.29553143994984155,0.09988954876513505,1266.064,0.05,0.4,0.1,0.84,0.1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,clin,surv,0.2982930485791265,0.07578458974041243,2526.202,0.05,0.4,0.1,0.84,0.2,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,clin,surv,0.3013576594395185,0.05743707357700682,3794.76,0.05,0.4,0.1,0.84,0.30000000000000004,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,clin,surv,0.30286147864184504,0.047780792742948046,5051.618,0.05,0.4,0.1,0.84,0.4,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,clin,surv,0.299473387046239,0.04570090138765808,6317.198,0.05,0.4,0.1,0.84,0.5,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,clin,surv,0.30343714363553287,0.041844064577918554,7581.318,0.05,0.4,0.1,0.84,0.6,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,clin,surv,0.30222611499542956,0.03911912565088093,8845.2,0.05,0.4,0.1,0.84,0.7000000000000001,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,clin,surv,0.30188832982420616,0.033519572580399386,10115.208,0.05,0.4,0.1,0.84,0.8,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,clin,surv,0.30326267506051785,0.03366021240168322,11374.354,0.05,0.4,0.1,0.84,0.9,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,test_clin,surv,0.30403414748247554,0.04538936702847784,5740.57,0.05,0.4,0.1,0.84,1,0.1,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,test_clin,surv,0.30400541310140866,0.032315947372195286,11491.13,0.05,0.4,0.1,0.84,1,0.2,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,test_nonclin,surv,0.30314341282017054,0.03109331274678448,12635.848,0.05,0.4,0.1,0.84,1,0.22,0,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,test_nonclin,surv,0.30543983278635445,0.03173173090925476,12646.984,0.05,0.4,0.1,0.84,1,0.22,0.05,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,test_nonclin,surv,0.30226540178896666,0.02897965595961056,12643.422,0.05,0.4,0.1,0.84,1,0.22,0.1,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,sens_vac,surv,0.2548438341218724,0.0319264814579596,12624.886,0.05,0.4,0.1,0.84,1,0.22,0.15,0.9,0.7,0.86,0.984,1,0.66,500000
elderly,sens_vac,surv,0.26244504662270673,0.03207209741745997,12631.278,0.05,0.4,0.1,0.84,1,0.22,0.15,0.91,0.7,0.86,0.984,1,0.66,500000
elderly,sens_vac,surv,0.262775043778167,0.03328696608750049,12635.53,0.05,0.4,0.1,0.84,1,0.22,0.15,0.92,0.7,0.86,0.984,1,0.66,500000
elderly,sens_vac,surv,0.2725146163597476,0.03153620517629628,12639.83,0.05,0.4,0.1,0.84,1,0.22,0.15,0.93,0.7,0.86,0.984,1,0.66,500000
elderly,sens_vac,surv,0.28015725142680453,0.03230380415137061,12643.194,0.05,0.4,0.1,0.84,1,0.22,0.15,0.9400000000000001,0.7,0.86,0.984,1,0.66,500000
elderly,sens_vac,surv,0.2829330595162857,0.029364512042477135,12642.892,0.05,0.4,0.1,0.84,1,0.22,0.15,0.9500000000000001,0.7,0.86,0.984,1,0.66,500000
elderly,sens_vac,surv,0.2900765399034238,0.03183773527482934,12643.6,0.05,0.4,0.1,0.84,1,0.22,0.15,0.96,0.7,0.86,0.984,1,0.66,500000
elderly,sens_vac,surv,0.29673135223987834,0.030628578229781857,12635.848,0.05,0.4,0.1,0.84,1,0.22,0.15,0.97,0.7,0.86,0.984,1,0.66,500000
elderly,spec_vac,surv,0.2703412620184752,0.03587889477261173,12643.964,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.5,0.86,0.984,1,0.66,500000
elderly,spec_vac,surv,0.2799893435960343,0.03507697578131823,12636.742,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.55,0.86,0.984,1,0.66,500000
elderly,spec_vac,surv,0.2853143141925769,0.034702176510407946,12639.596,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.6,0.86,0.984,1,0.66,500000
elderly,spec_vac,surv,0.2977482605448218,0.032173646302292885,12638.936,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.65,0.86,0.984,1,0.66,500000
elderly,sens_flu,surv,0.2599145114470108,0.03995298795301685,12643.952,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.5,0.984,1,0.66,500000
elderly,sens_flu,surv,0.26779588052933906,0.03768061694881101,12646.214,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.55,0.984,1,0.66,500000
elderly,sens_flu,surv,0.2729785260721569,0.037146852456717505,12639.454,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.6,0.984,1,0.66,500000
elderly,sens_flu,surv,0.27667625604813584,0.03688451868269196,12631.158,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.65,0.984,1,0.66,500000
elderly,sens_flu,surv,0.2838554268895055,0.03455492104002112,12640.708,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.7,0.984,1,0.66,500000
elderly,sens_flu,surv,0.2936906171008726,0.03362739715436502,12649.378,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.75,0.984,1,0.66,500000
elderly,sens_flu,surv,0.2937776817060533,0.032700322574298786,12638.358,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.8,0.984,1,0.66,500000
elderly,sens_flu,surv,0.30318858775460805,0.03114904036810392,12636.156,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.8500000000000001,0.984,1,0.66,500000
elderly,spec_flu,surv,0.25171316880352557,0.03396842144582886,12631.498,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.9,1,0.66,500000
elderly,spec_flu,surv,0.25440619974600204,0.03308196162772648,12640.572,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.91,1,0.66,500000
elderly,spec_flu,surv,0.26100394994441717,0.03168618960450995,12634.962,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.92,1,0.66,500000
elderly,spec_flu,surv,0.2674250532855046,0.031230274558847478,12640.95,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.93,1,0.66,500000
elderly,spec_flu,surv,0.2741125154015099,0.032169254141449916,12631.186,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.9400000000000001,1,0.66,500000
elderly,spec_flu,surv,0.28364224761218987,0.030710877884935945,12643.586,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.9500000000000001,1,0.66,500000
elderly,spec_flu,surv,0.2845521300691246,0.030527908899743862,12645.454,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.96,1,0.66,500000
elderly,spec_flu,surv,0.29195027946749913,0.03163595431743489,12640.776,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.97,1,0.66,500000
elderly,spec_flu,surv,0.3018842967804793,0.031002366492431186,12640.482,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.98,1,0.66,500000
elderly,pvac,surv,0.05090234890531111,0.03872883507302456,13769.098,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.05,500000
elderly,pvac,surv,0.09545139626493719,0.03643014302754483,13668.732,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.1,500000
elderly,pvac,surv,0.12854461006992057,0.03534249027412223,13589.482,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.15000000000000002,500000
elderly,pvac,surv,0.15976299217571527,0.03239583474174668,13496.426,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.2,500000
elderly,pvac,surv,0.18898783051849685,0.03137625558217081,13397.638,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.25,500000
elderly,pvac,surv,0.20731919319965125,0.031033425813477476,13300.722,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.3,500000
elderly,pvac,surv,0.22771173414797202,0.030416864111062834,13220.232,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.35000000000000003,500000
elderly,pvac,surv,0.2441268263592286,0.02763474666658792,13118.074,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.4,500000
elderly,pvac,surv,0.25968576432367513,0.02815185080096944,13020.874,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.45,500000
elderly,pvac,surv,0.27346298365792726,0.031077208055632348,12940.08,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.5,500000
elderly,pflu,surv,0.304364697917608,0.029126345154435965,12646.14,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,pnonflu,surv,0.30200547775106124,0.03173215576350226,12637.324,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,sens_vac,surv,0.3044555001772868,0.03176010884032575,12646.984,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,spec_vac,surv,0.30568710733144316,0.03103064366324767,12636.74,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,ve,surv,0.3021802568863122,0.030732565429546645,12646.978,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,spec_flu,surv,0.307341685469298,0.02981760943186968,12648.686,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,0.99,1,0.66,500000
elderly,spec_flu,surv,0.315625494587661,0.030433935099245087,12648.688,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.86,1,1,0.66,500000
elderly,sens_flu,surv,0.3082012757254709,0.031248038654280785,12649.166,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.9,0.984,1,0.66,500000
elderly,sens_flu,surv,0.3139323131653425,0.030265479126318915,12641.74,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,0.95,0.984,1,0.66,500000
elderly,sens_flu,surv,0.3211811555222032,0.02937387763216462,12643.626,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.7,1,0.984,1,0.66,500000
elderly,spec_vac,surv,0.30998319919816586,0.03034874012081277,12639.452,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.75,0.86,0.984,1,0.66,500000
elderly,spec_vac,surv,0.32271343645582157,0.029516905139246825,12637.234,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.8,0.86,0.984,1,0.66,500000
elderly,spec_vac,surv,0.33067637457078775,0.030272632174852158,12641.144,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.8500000000000001,0.86,0.984,1,0.66,500000
elderly,spec_vac,surv,0.3405793602147189,0.02866512029651869,12648.282,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.9,0.86,0.984,1,0.66,500000
elderly,spec_vac,surv,0.3498675324160685,0.026202996941088758,12646.1,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,0.95,0.86,0.984,1,0.66,500000
elderly,spec_vac,surv,0.3598133071136282,0.02780965348277018,12642.324,0.05,0.4,0.1,0.84,1,0.22,0.15,0.98,1,0.86,0.984,1,0.66,500000
elderly,sens_vac,surv,0.3096872299145493,0.030050585609324703,12643.422,0.05,0.4,0.1,0.84,1,0.22,0.15,0.99,0.7,0.86,0.984,1,0.66,500000
elderly,sens_vac,surv,0.31760193141689647,0.03126339150644363,12650.168,0.05,0.4,0.1,0.84,1,0.22,0.15,1,0.7,0.86,0.984,1,0.66,500000
elderly,test_nonclin,surv,0.3031078527545425,0.030980990402699346,12650.168,0.05,0.4,0.1,0.84,1,0.22,0.15000000000000002,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,test_nonclin,surv,0.30404750786404966,0.03250862669406531,12648.5,0.05,0.4,0.1,0.84,1,0.22,0.2,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,test_nonclin,surv,0.3022719626031925,0.03161553903298636,12634.596,0.05,0.4,0.1,0.84,1,0.22,0.25,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,test_nonclin,surv,0.3021842437289002,0.030280545177929906,12638.388,0.05,0.4,0.1,0.84,1,0.22,0.3,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,test_clin,surv,0.3025995543112981,0.026971196879947094,17225.382,0.05,0.4,0.1,0.84,1,0.30000000000000004,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,test_clin,surv,0.3048008409444162,0.02326732017412624,22975.92,0.05,0.4,0.1,0.84,1,0.4,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,test_clin,surv,0.3026803898850179,0.02168607774866626,28727.542,0.05,0.4,0.1,0.84,1,0.5,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,test_clin,surv,0.3057854910273506,0.019300499367136237,34476.454,0.05,0.4,0.1,0.84,1,0.6,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,test_clin,surv,0.30331261476966076,0.01678069204792226,40222.984,0.05,0.4,0.1,0.84,1,0.7000000000000001,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,test_clin,surv,0.3036149650631925,0.016045795433259756,45969.34,0.05,0.4,0.1,0.84,1,0.8,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,test_clin,surv,0.3042098320306327,0.016114792226277007,51713.31,0.05,0.4,0.1,0.84,1,0.9,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,sympt,surv,0.3013428439258102,0.03210730359934008,13544.276,0.05,0.4,0.1,0.9,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,pnonflu,surv,0.3027775084680542,0.03181323281434616,14490.966,0.05,0.4,0.12000000000000001,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,pnonflu,surv,0.30280859561236373,0.03078032094108687,16338.538,0.05,0.4,0.14,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,pnonflu,surv,0.30109739743192443,0.030089250621184314,18192.004,0.05,0.4,0.16,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,pnonflu,surv,0.3000553451787644,0.029638953990178796,20030.288,0.05,0.4,0.18,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,pnonflu,surv,0.2986602544089048,0.02886350064820828,21888.586,0.05,0.4,0.2,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,pnonflu,surv,0.2990935682829594,0.02951429198758103,23728.626,0.05,0.4,0.22,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,pnonflu,surv,0.2955726483759336,0.028107128855307396,25583.028,0.05,0.4,0.24000000000000002,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,pnonflu,surv,0.29521097499348914,0.02823001801042112,27446.178,0.05,0.4,0.26,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,pnonflu,surv,0.2946992426428651,0.028860665036564134,29270.176,0.05,0.4,0.28,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
elderly,pnonflu,surv,0.2907270159820897,0.02752829028403644,31125.532,0.05,0.4,0.3,0.84,1,0.22,0.15,0.98,0.7,0.86,0.984,1,0.66,500000
